item_id,store_id,date_id
STORE_2_085,STORE_2,1
STORE_2_085,STORE_2,2
STORE_2_085,STORE_2,3
STORE_2_085,STORE_2,4
STORE_2_085,STORE_2,5
STORE_2_085,STORE_2,6
STORE_2_085,STORE_2,7
STORE_2_085,STORE_2,8
STORE_2_085,STORE_2,9
STORE_2_085,STORE_2,10
STORE_2_085,STORE_2,11
STORE_2_085,STORE_2,12
STORE_2_085,STORE_2,13
STORE_2_085,STORE_2,14
STORE_2_085,STORE_2,15
STORE_2_085,STORE_2,16
STORE_2_085,STORE_2,17
STORE_2_085,STORE_2,18
STORE_2_085,STORE_2,19
STORE_2_085,STORE_2,20
STORE_2_085,STORE_2,21
STORE_2_085,STORE_2,22
STORE_2_085,STORE_2,23
STORE_2_085,STORE_2,24
STORE_2_085,STORE_2,25
STORE_2_085,STORE_2,26
STORE_2_085,STORE_2,27
STORE_2_085,STORE_2,28
STORE_2_085,STORE_2,29
STORE_2_085,STORE_2,30
STORE_2_085,STORE_2,31
STORE_2_085,STORE_2,32
STORE_2_085,STORE_2,33
STORE_2_085,STORE_2,34
STORE_2_085,STORE_2,35
STORE_2_085,STORE_2,36
STORE_2_085,STORE_2,37
STORE_2_085,STORE_2,38
STORE_2_085,STORE_2,39
STORE_2_085,STORE_2,40
STORE_2_085,STORE_2,41
STORE_2_085,STORE_2,42
STORE_2_085,STORE_2,43
STORE_2_085,STORE_2,44
STORE_2_085,STORE_2,45
STORE_2_085,STORE_2,46
STORE_2_085,STORE_2,47
STORE_2_085,STORE_2,48
STORE_2_085,STORE_2,49
STORE_2_085,STORE_2,50
STORE_2_085,STORE_2,51
STORE_2_085,STORE_2,52
STORE_2_085,STORE_2,53
STORE_2_085,STORE_2,54
STORE_2_085,STORE_2,55
STORE_2_085,STORE_2,56
STORE_2_085,STORE_2,57
STORE_2_085,STORE_2,58
STORE_2_085,STORE_2,59
STORE_2_085,STORE_2,60
STORE_2_085,STORE_2,61
STORE_2_085,STORE_2,62
STORE_2_085,STORE_2,63
STORE_2_085,STORE_2,64
STORE_2_085,STORE_2,65
STORE_2_085,STORE_2,66
STORE_2_085,STORE_2,67
STORE_2_085,STORE_2,68
STORE_2_085,STORE_2,69
STORE_2_085,STORE_2,70
STORE_2_085,STORE_2,71
STORE_2_085,STORE_2,72
STORE_2_085,STORE_2,73
STORE_2_085,STORE_2,74
STORE_2_085,STORE_2,75
STORE_2_085,STORE_2,76
STORE_2_085,STORE_2,77
STORE_2_085,STORE_2,78
STORE_2_085,STORE_2,79
STORE_2_085,STORE_2,80
STORE_2_085,STORE_2,81
STORE_2_085,STORE_2,82
STORE_2_085,STORE_2,83
STORE_2_085,STORE_2,84
STORE_2_085,STORE_2,85
STORE_2_085,STORE_2,86
STORE_2_085,STORE_2,87
STORE_2_085,STORE_2,88
STORE_2_085,STORE_2,89
STORE_2_085,STORE_2,90
STORE_2_085,STORE_2,91
STORE_2_085,STORE_2,92
STORE_2_085,STORE_2,93
STORE_2_085,STORE_2,94
STORE_2_085,STORE_2,95
STORE_2_085,STORE_2,96
STORE_2_085,STORE_2,97
STORE_2_085,STORE_2,98
STORE_2_085,STORE_2,99
STORE_2_085,STORE_2,100
STORE_2_085,STORE_2,101
STORE_2_085,STORE_2,102
STORE_2_085,STORE_2,103
STORE_2_085,STORE_2,104
STORE_2_085,STORE_2,105
STORE_2_085,STORE_2,106
STORE_2_085,STORE_2,107
STORE_2_085,STORE_2,108
STORE_2_085,STORE_2,109
STORE_2_085,STORE_2,110
STORE_2_085,STORE_2,111
STORE_2_085,STORE_2,112
STORE_2_085,STORE_2,113
STORE_2_085,STORE_2,114
STORE_2_085,STORE_2,115
STORE_2_085,STORE_2,116
STORE_2_085,STORE_2,117
STORE_2_085,STORE_2,118
STORE_2_085,STORE_2,119
STORE_2_085,STORE_2,120
STORE_2_085,STORE_2,121
STORE_2_085,STORE_2,122
STORE_2_085,STORE_2,123
STORE_2_085,STORE_2,124
STORE_2_085,STORE_2,125
STORE_2_085,STORE_2,126
STORE_2_085,STORE_2,127
STORE_2_085,STORE_2,128
STORE_2_085,STORE_2,129
STORE_2_085,STORE_2,130
STORE_2_085,STORE_2,131
STORE_2_085,STORE_2,132
STORE_2_085,STORE_2,133
STORE_2_085,STORE_2,134
STORE_2_085,STORE_2,135
STORE_2_085,STORE_2,136
STORE_2_085,STORE_2,137
STORE_2_085,STORE_2,138
STORE_2_085,STORE_2,139
STORE_2_085,STORE_2,140
STORE_2_085,STORE_2,141
STORE_2_085,STORE_2,142
STORE_2_085,STORE_2,143
STORE_2_085,STORE_2,144
STORE_2_085,STORE_2,145
STORE_2_085,STORE_2,146
STORE_2_085,STORE_2,147
