index,timestamp,segment,target,holiday,target_change_points,target_diff_1,target_diff_2,target_lag_1,target_lag_14,target_lag_180,target_lag_30,target_lag_365,target_lag_7,target_lag_90,target_mad,target_max,target_mean,target_median,target_min,target_minmax_diff,target_q_0.25,target_q_0.50,target_q_0.75,target_q_0.90,target_q_0.95,target_std,target_sum,target_trend
0,2011-01-29,STORE_2_376,7.0,0,0,,,,,,,,,,0.0,7.0,7.0,7.0,7.0,0.0,0.02403824086743883,0.02403824086743883,0.02403824086743883,0.02403824086743883,0.02403824086743883,0.0,7.0,22.97673205607714
1,2011-01-30,STORE_2_376,9.0,0,0,0.006630578899013098,,0.02403824086743883,,,,,,,1.0,9.0,8.0,8.0,7.0,2.0,0.025695885592192106,0.02735353031694538,0.029011175041698655,0.03000576187655062,0.030337290821501276,1.4142135623730951,16.0,22.99272305122045
2,2011-01-31,STORE_2_376,8.0,0,0,-0.0033026355500856072,-0.009933214449098705,0.03066881976645193,,,,,,,0.6666666666666666,9.0,8.0,8.0,7.0,2.0,0.025702212541902577,0.027366184216366322,0.029017501991409126,0.030008292656434808,0.03033855621144337,1.0,24.0,23.008714046363764
3,2011-02-01,STORE_2_376,16.0,0,0,0.025743504598330816,0.029046140148416423,0.027366184216366322,,,,,,,3.0,16.0,10.0,8.5,7.0,9.0,0.026534198379134448,0.029017501991409126,0.036279037028513234,0.04637742810022358,0.04974355845746035,4.08248290463863,40.0,23.024705041507104
4,2011-02-02,STORE_2_376,8.0,0,0,-0.025743504598330816,-0.05148700919666163,0.05310968881469714,,,,,,,2.5599999999999996,16.0,9.6,8.0,7.0,9.0,0.027366184216366322,0.027366184216366322,0.03066881976645193,0.04413334119539906,0.04862151500504809,3.646916505762094,48.0,23.040696036650417
5,2011-02-03,STORE_2_376,9.0,0,0,0.0033026355500856072,0.029046140148416423,0.027366184216366322,,,,,,,2.1666666666666665,16.0,9.5,8.5,7.0,9.0,0.027366184216366322,0.029017501991409126,0.03066881976645193,0.04188925429057454,0.047499471552635834,3.271085446759225,57.0,23.05668703179373
6,2011-02-04,STORE_2_376,11.0,0,0,0.006530867158957759,0.003228231608872152,0.03066881976645193,,,,,,,2.1632653061224487,16.0,9.714285714285714,9.0,7.0,9.0,0.027366184216366322,0.03066881976645193,0.03393425334593081,0.043563687681124674,0.04833668824791089,3.0394235042348474,68.0,23.07267802693704
7,2011-02-05,STORE_2_376,11.0,0,0,0.0,-0.006530867158957759,0.03719968692540969,,,,,0.02403824086743883,,2.09375,16.0,9.875,9.0,7.0,9.0,0.027366184216366322,0.03066881976645193,0.03719968692540969,0.04197268749219592,0.047541188153446524,2.850438562747845,79.0,23.08866902208038
8,2011-02-06,STORE_2_376,16.0,0,0,0.01591000188928745,0.01591000188928745,0.03719968692540969,,,,,0.03066881976645193,,2.617283950617284,16.0,10.555555555555555,9.0,7.0,9.0,0.027366184216366322,0.03066881976645193,0.03719968692540969,0.05310968881469714,0.05310968881469714,3.3582402799349804,95.0,23.104660017223694
9,2011-02-07,STORE_2_376,8.0,0,0,-0.025743504598330816,-0.041653506487618265,0.05310968881469714,,,,,0.027366184216366322,,2.56,16.0,10.3,9.0,7.0,9.0,0.027366184216366322,0.03066881976645193,0.03719968692540969,0.05310968881469714,0.05310968881469714,3.267686915507326,103.0,23.120651012367006
10,2011-02-08,STORE_2_376,15.0,0,0,0.022607790745472242,0.04835129534380306,0.027366184216366322,,,,,0.05310968881469714,,2.793388429752066,16.0,10.727272727272727,9.0,7.0,9.0,0.027366184216366322,0.03066881976645193,0.04358683094362413,0.05310968881469714,0.05310968881469714,3.4085454109021076,118.0,23.136642007510318
11,2011-02-09,STORE_2_376,10.0,0,0,-0.016027445434150717,-0.03863523617962296,0.049973974961838565,,,,,0.027366184216366322,,2.6111111111111107,16.0,10.666666666666666,9.5,7.0,9.0,0.027366184216366322,0.03230767464706989,0.04039325893451691,0.05279611742941128,0.05310968881469714,3.2566947363946483,128.0,23.15263300265363
12,2011-02-10,STORE_2_376,8.0,0,0,-0.0065803453113215254,0.009447100122829191,0.03394652952768785,,,,,0.03066881976645193,,2.5680473372781063,16.0,10.461538461538462,9.0,7.0,9.0,0.027366184216366322,0.03066881976645193,0.03719968692540969,0.052482546044125424,0.05310968881469714,3.204564052914338,136.0,23.16862399779697
13,2011-02-11,STORE_2_376,8.0,0,0,0.0,0.0065803453113215254,0.027366184216366322,,,,,0.03719968692540969,,2.510204081632653,16.0,10.285714285714286,9.0,7.0,9.0,0.027366184216366322,0.03066881976645193,0.03719968692540969,0.052168974658839566,0.05310968881469714,3.148346853840586,144.0,23.184614992940283
14,2011-02-12,STORE_2_376,58.0,0,0,0.14040727921342025,0.14040727921342025,0.027366184216366322,0.02403824086743883,,,,0.03719968692540969,,6.817777777777779,58.0,13.466666666666667,9.0,7.0,51.0,0.027366184216366322,0.03066881976645193,0.04358683094362413,0.05310968881469714,0.08750882119922385,12.687826936908952,202.0,23.200605988083595
15,2011-02-13,STORE_2_376,77.99999999999999,0,0,0.045517482551304334,-0.09488979666211592,0.16777346342978658,0.03066881976645193,,,,0.05310968881469714,,12.625,78.0,17.5,9.5,7.0,71.0,0.027366184216366322,0.03230767464706989,0.05075790342505321,0.11044157612224186,0.17915283406761268,20.26162217921688,280.0,23.216596983226907
16,2011-02-14,STORE_2_376,40.0,0,0,-0.09100845301653106,-0.13652593556783538,0.2132909459810909,0.027366184216366322,,,,0.027366184216366322,,14.062283737024213,78.0,18.823529411764707,10.0,7.0,71.0,0.027366184216366322,0.03394652952768785,0.05310968881469714,0.14047888115065055,0.1768769599400474,20.363064891236434,320.0,23.232587978370248
