index,timestamp,segment,target,holiday,target_change_points,target_diff_1,target_diff_2,target_lag_1,target_lag_14,target_lag_180,target_lag_30,target_lag_365,target_lag_7,target_lag_90,target_mad,target_max,target_mean,target_median,target_min,target_minmax_diff,target_q_0.25,target_q_0.50,target_q_0.75,target_q_0.90,target_q_0.95,target_std,target_sum,target_trend
0,2011-01-29,STORE_2_252,39.0,0,0,,,,,,,,,,0.0,39.0,39.0,39.0,39.0,0.0,0.1213346123394747,0.1213346123394747,0.1213346123394747,0.1213346123394747,0.1213346123394747,0.0,39.0,38.893901759753135
1,2011-01-30,STORE_2_252,38.0,0,0,-0.0027228583354733105,,0.1213346123394747,,,,,,,0.5,39.0,38.5,38.5,38.0,1.0,0.11929246858786972,0.11997318317173805,0.12065389775560638,0.12106232650592738,0.12119846942270104,0.7071067811865476,77.0,38.89509688953591
2,2011-01-31,STORE_2_252,18.0,0,0,-0.05838232406635641,-0.0556594657308831,0.1186117540040014,,,,,,,9.11111111111111,39.0,31.666666666666668,38.0,18.0,21.0,0.0894205919708232,0.1186117540040014,0.11997318317173805,0.12079004067238004,0.12106232650592738,11.846237095944574,95.0,38.89629201931868
3,2011-02-01,STORE_2_252,36.99999999999999,0,0,0.05564228670032755,0.11402461076668396,0.060229429937644983,,,,,,,7.5,39.0,33.0,37.5,18.0,21.0,0.10196114496289065,0.11724173532098697,0.11929246858786972,0.12051775483883272,0.1209261835891537,10.03327796219494,132.0,38.89748714910145
4,2011-02-02,STORE_2_252,40.0,0,0,0.008168789077427074,-0.04747349762290048,0.11587171663797254,,,,,,,6.5600000000000005,40.0,34.4,38.0,18.0,22.0,0.11587171663797254,0.1186117540040014,0.1213346123394747,0.12295814836502965,0.12349932704021463,9.235799911215056,172.0,38.89868227888423
5,2011-02-03,STORE_2_252,46.0,0,0,0.015890595115733583,0.0077218060383065085,0.12404050571539961,,,,,,,6.11111111111111,46.0,36.333333333333336,38.5,18.0,28.0,0.11655672597947975,0.11997318317173805,0.12336403237141838,0.1319858032732664,0.1359584520521998,9.521904571390467,218.0,38.899877408667
6,2011-02-04,STORE_2_252,27.000000000000004,0,0,-0.052454755752625884,-0.06834535086835947,0.1399311008311332,,,,,,,7.142857142857143,46.0,35.0,38.0,18.0,28.0,0.10167403085823992,0.1186117540040014,0.12268755902743717,0.13039674376169305,0.1351639222964131,9.38083151964686,245.0,38.90107253844978
7,2011-02-05,STORE_2_252,69.0,0,0,0.1084918855578716,0.1609466413104975,0.08747634507850731,,,,,0.1213346123394747,,9.3125,69.0,39.25,38.5,18.0,51.0,0.10877287374810624,0.11997318317173805,0.128013154494333,0.1567422397727069,0.17635523520454288,14.829988922065027,314.0,38.902267668232554
8,2011-02-06,STORE_2_252,59.99999999999999,0,0,-0.021075026083644505,-0.12956691164151612,0.19596823063637892,,,,,0.1186117540040014,,11.185185185185185,69.0,41.55555555555556,39.0,18.0,51.0,0.11587171663797254,0.1213346123394747,0.1399311008311332,0.17910820976946332,0.1875382202029211,15.500896031448562,374.0,38.903462798015326
9,2011-02-07,STORE_2_252,41.0,0,0,-0.048163560326553556,-0.02708853424290905,0.1748932045527344,,,,,0.060229429937644983,,10.1,69.0,41.5,39.5,18.0,51.0,0.11655672597947975,0.12268755902743717,0.13663073667989512,0.17700070716109886,0.18648446889873888,14.615440845595836,415.0,38.9046579277981
10,2011-02-08,STORE_2_252,29.0,0,0,-0.03342375548694969,0.014739804839603868,0.12672964422618085,,,,,0.11587171663797254,,9.917355371900829,69.0,40.36363636363637,39.0,18.0,51.0,0.10458880268860185,0.1213346123394747,0.13333037252865704,0.1748932045527344,0.18543071759455665,14.368526210246667,444.0,38.90585305758088
11,2011-02-09,STORE_2_252,36.99999999999999,0,0,0.02256582789874137,0.05598958338569106,0.09330588873923117,,,,,0.12404050571539961,,9.27777777777778,69.0,40.083333333333336,38.5,18.0,51.0,0.1102302596632872,0.11997318317173805,0.13003000837741893,0.1713969941805743,0.18437696629037442,13.73421959482183,481.0,38.90704818736365
12,2011-02-10,STORE_2_252,47.000000000000014,0,0,0.02665219477144025,0.0040863668726988794,0.11587171663797254,,,,,0.1399311008311332,,9.218934911242602,69.0,40.61538461538461,39.0,18.0,51.0,0.11587171663797254,0.1213346123394747,0.1399311008311332,0.1684193459240701,0.1833232149861922,13.288707370912476,528.0,38.90824331714643
